"team_market.x","rank_Poll_1","rank_Poll_2","rank_Poll_3","rank_Poll_4","rank_Poll_5","rank_Poll_6","rank_Poll_7","rating_Poll_1","rating_Poll_2","rating_Poll_3","rating_Poll_4","rating_Poll_5","rating_Poll_6","rating_Poll_7","n_Poll_1","n_Poll_2","n_Poll_3","n_Poll_4","n_Poll_5","n_Poll_6","n_Poll_7","wins_Poll_1","wins_Poll_2","wins_Poll_3","wins_Poll_4","wins_Poll_5","wins_Poll_6","wins_Poll_7","losses_Poll_1","losses_Poll_2","losses_Poll_3","losses_Poll_4","losses_Poll_5","losses_Poll_6","losses_Poll_7","draws_Poll_1","draws_Poll_2","draws_Poll_3","draws_Poll_4","draws_Poll_5","draws_Poll_6","draws_Poll_7","total_goals_Poll_1","total_goals_Poll_2","total_goals_Poll_3","total_goals_Poll_4","total_goals_Poll_5","total_goals_Poll_6","total_goals_Poll_7"
"Washington",1,1,1,1,1,1,1,2.93653203958962,3.11970806333475,2.9962009868587,3.20951362541402,3.35007424665387,3.48435891524274,3.67140491954415,2,4,5,7,8,10,12,2,4,4,6,7,9,11,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,12,13,21,25,28,32
"Pittsburgh",2,3,3,3,3,6,7,2.85456558602821,2.78373282508064,2.88267071098231,2.92371144932188,2.7924242837841,2.62640521081281,2.58434543803246,2,4,5,7,8,9,11,2,3,4,5,5,5,5,0,1,1,1,2,3,3,0,0,0,1,1,1,3,5,11,12,18,19,20,23
"Georgetown",3,5,6,13,13,13,13,2.70243601523831,2.72336847014672,2.53928197152065,2.06757972437716,2.12713752154893,2.22531735241362,2.20999290292716,2,4,5,7,8,9,11,0,1,1,1,2,3,4,1,1,2,4,4,4,4,1,2,2,2,2,2,3,2,8,9,10,12,13,17
"Kentucky",4,2,2,2,2,2,2,2.67636050153256,2.93394265750878,2.91805825505153,2.98943618778101,3.21506091918824,3.34073282451247,3.37456428421234,2,4,5,7,8,9,10,2,4,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,9,10,14,19,22,28
"Clemson",5,4,4,4,7,7,8,2.62060230771243,2.72549971829346,2.84125751571504,2.70839807373499,2.52188224589938,2.57399119376414,2.43382295387267,2,4,6,8,9,10,12,2,4,6,7,7,8,8,0,0,0,1,2,2,3,0,0,0,0,0,0,1,5,10,14,19,20,21,23
"Missouri St.",6,6,5,5,6,4,4,2.56471338053105,2.58991193990766,2.70274130895379,2.56637183919308,2.5944533214783,2.66723023142803,2.84474783959137,2,4,5,7,8,9,10,1,2,3,4,5,6,7,0,0,0,1,1,1,1,1,2,2,2,2,2,2,4,7,9,16,20,23,25
"Oregon St.",7,10,13,12,12,15,17,2.38986688006264,2.16021518737768,2.00172248148761,2.22612321719571,2.22612321719571,2.07538471206928,1.94354569251582,2,3,4,6,6,8,10,1,1,1,3,3,4,4,0,1,2,2,2,3,3,1,1,1,1,1,1,3,2,2,3,6,6,7,10
"Hofstra",8,13,12,10,10,8,5,2.17572572299741,2.05363028116429,2.21522788772186,2.32548777621293,2.29906076745883,2.45201182671072,2.70497343719823,2,3,5,7,8,10,12,1,1,3,5,5,7,9,1,2,2,2,2,2,2,0,0,0,0,1,1,1,2,3,7,10,10,18,24
"Campbell",9,12,22,35,35,33,26,2.1284498694319,2.11547671924952,1.60690467919732,1.30474946588795,1.35189320204481,1.43393679860471,1.62182056562624,2,4,5,7,9,10,12,2,3,3,3,4,5,7,0,0,1,2,2,2,2,0,1,1,2,3,3,3,6,9,9,12,15,20,28
"New Hampshire",10,9,10,8,5,3,3,2.1272980994791,2.18677473086369,2.26755395446524,2.33976003690875,2.62689209843278,2.71983038520606,2.84844500871444,2,3,5,6,8,9,11,0,1,2,3,5,6,8,2,2,3,3,3,3,3,0,0,0,0,0,0,0,1,2,5,6,14,16,19
"UNC Greensboro",11,7,8,7,11,9,6,2.08478005208886,2.41023901611981,2.30630890293387,2.36142287766957,2.24139882544466,2.36530196327434,2.64033111762539,2,4,6,7,9,10,13,2,4,4,5,5,6,9,0,0,0,0,1,1,1,0,0,2,2,3,3,3,7,17,19,21,22,27,32
"Wake Forest",12,11,7,6,4,5,12,1.99572349597593,2.15626434898162,2.36688691953447,2.53731354046942,2.73150956561663,2.64891702945617,2.21190946049073,2,4,6,8,9,11,13,2,4,6,8,9,10,10,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,10,15,22,28,31,32
"Tulsa",13,8,9,9,8,11,15,1.91331149703654,2.25641204169088,2.28750288932161,2.32923703196253,2.49506070499264,2.28648946020243,2.14665133741303,1,3,4,6,7,8,10,1,3,3,4,5,5,6,0,0,0,1,1,1,2,0,0,1,1,1,2,2,4,12,13,16,18,18,22
"Marshall",14,14,11,11,9,10,9,1.91234880896672,2.04354729028037,2.25446455293064,2.28769517131446,2.35063928996941,2.32598097249117,2.39652885339289,2,3,5,6,7,9,10,1,2,4,4,5,6,7,1,1,1,1,1,1,1,0,0,0,1,1,2,2,5,7,17,18,19,22,25
"Saint Louis",15,15,18,17,18,17,16,1.90282948919986,1.98128233519876,1.8058342047265,1.86472728894527,1.87074537108093,2.01341159264031,1.99051031529171,2,3,5,6,8,9,11,0,1,2,3,4,5,6,2,2,3,3,3,3,4,0,0,0,0,1,1,1,2,5,9,12,14,16,20
"Grand Canyon",16,21,23,22,30,37,38,1.87216053833274,1.70116169291751,1.60000165679754,1.60451113388856,1.47110242521605,1.27606675402396,1.34020078657651,2,4,6,7,8,10,12,1,2,3,3,3,3,4,1,2,3,3,4,5,5,0,0,0,1,1,2,3,2,6,8,10,11,14,16
"West Virginia",17,16,21,26,38,40,36,1.82978600804336,1.88732381747435,1.62393067447778,1.47761972928524,1.24987571827178,1.1948414702852,1.4415214918142,2,4,5,7,9,10,12,1,2,2,2,2,2,4,1,2,3,4,6,6,6,0,0,0,1,1,2,2,1,7,8,9,10,10,17
"Duke",18,19,15,15,14,14,14,1.67574511646619,1.80897612625479,1.89905047492596,1.95667160258723,2.02724839131619,2.22434310850976,2.20431004287941,2,3,4,6,8,10,11,2,3,4,5,6,8,8,0,0,0,0,0,0,0,0,0,0,1,2,2,3,5,8,10,12,14,19,19
"NIU",19,22,28,30,40,53,47,1.64451488937471,1.62590566084781,1.39195968598877,1.41899630229309,1.22279142737711,0.994584129874476,1.0689125732995,2,4,6,7,8,10,12,1,2,2,3,3,3,4,1,1,2,2,3,4,4,0,1,2,2,2,3,4,4,9,10,11,11,12,15
"Indiana",20,20,14,18,19,21,19,1.6366119076161,1.71810314106101,1.90382920758526,1.80656364768551,1.782280754777,1.76144454529416,1.82777708340075,2,3,4,6,8,9,11,0,1,2,3,4,4,5,1,1,1,2,2,2,2,1,1,1,1,2,3,4,5,6,8,11,16,18,21
"FIU",21,17,19,16,17,18,18,1.62797769031526,1.84952871478683,1.68311982173493,1.87190837789825,1.87443921748872,1.96944208033048,1.8764762402854,2,4,5,6,8,9,11,1,3,3,4,5,6,7,1,1,2,2,3,3,4,0,0,0,0,0,0,0,4,8,8,11,16,19,23
"LMU (CA)",22,27,34,34,24,26,25,1.61811468009408,1.37194903054711,1.28251540357593,1.3082825563256,1.51529862881001,1.61429998804172,1.67224824733747,2,4,6,8,10,11,12,2,2,3,4,6,7,8,0,1,2,2,2,2,2,0,1,1,2,2,2,2,5,6,8,11,14,17,18
"North Carolina",23,25,27,31,26,32,22,1.5429974812436,1.41331106712415,1.40405521827488,1.40049782505721,1.51309347728613,1.45728852064104,1.73016971734308,2,3,5,7,8,9,11,2,2,3,3,4,4,6,0,1,2,2,2,3,3,0,0,0,2,2,2,2,3,4,5,6,7,7,10
"Stanford",24,18,16,21,20,19,20,1.51402802305638,1.84024023370071,1.83833900421542,1.64604088982513,1.74489888140788,1.89494846561149,1.7713092935827,2,4,5,7,8,9,11,2,4,4,4,5,6,6,0,0,0,0,0,0,1,0,0,1,3,3,3,4,4,11,12,12,14,19,21
"Belmont",25,34,32,29,27,30,41,1.43988957954752,1.25151467571704,1.32214539577386,1.44068040915884,1.50771342708339,1.4718506606252,1.21794259456117,2,4,5,7,8,9,11,1,1,2,4,5,5,5,0,1,1,1,1,1,2,1,2,2,2,2,3,4,3,3,5,9,10,13,13
"Georgia St.",26,23,17,14,29,29,31,1.41922495492082,1.62227540386694,1.81216908592468,1.95925133773499,1.49708739223082,1.52414729054243,1.52681838490112,2,4,6,7,9,10,12,1,3,5,6,6,7,8,0,0,0,0,2,2,2,1,1,1,1,1,1,2,2,10,13,16,17,21,26
"LIU",27,37,39,28,23,22,35,1.391587603981,1.13487763060132,1.18483578487418,1.44604398290396,1.52228970620893,1.71645641765363,1.48235116535824,2,3,5,8,9,11,12,2,2,3,6,7,9,9,0,1,2,2,2,2,2,0,0,0,0,0,0,1,3,4,8,16,17,22,24
"Lipscomb",28,24,20,20,15,12,11,1.34397813046192,1.49425487928733,1.6247527533013,1.65304385072798,1.96679017090758,2.24407223832995,2.24407223832995,2,4,5,7,9,11,11,2,3,4,5,7,9,9,0,0,0,1,1,1,1,0,1,1,1,1,1,1,8,10,14,18,23,29,29
"UC Santa Barbara",29,33,25,23,25,23,28,1.2796020004134,1.270577976422,1.568333063145,1.57387377077344,1.5135678015063,1.67008267453193,1.57033905684668,2,4,6,7,9,11,13,1,2,4,4,5,7,7,0,1,1,1,2,2,2,1,1,1,2,2,2,4,3,6,14,16,19,24,24
"Seattle U",30,38,42,58,69,80,82,1.24846313417284,1.1287189465337,1.08884198210696,0.840013250758453,0.691249502073713,0.507757296046778,0.507757296046778,2,3,4,6,7,9,9,1,1,1,1,1,2,2,1,2,2,4,5,6,6,0,0,1,1,1,1,1,3,4,5,5,6,8,8
"Providence",31,30,38,39,41,38,45,1.2105866712186,1.33553152335081,1.1951653805994,1.18562707953463,1.17500867787644,1.26455739278885,1.17055662642961,2,4,6,7,8,9,11,0,1,2,2,2,3,3,1,1,2,2,2,2,3,1,2,2,3,4,4,5,2,7,8,9,11,12,17
"Vermont",32,31,24,19,16,16,10,1.20471403154149,1.32375921113235,1.58651404556227,1.67987059236286,1.93630606998305,2.06182582286141,2.3843141478091,2,4,6,7,9,10,12,1,2,4,5,7,8,10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,4,8,10,15,19,26
"Notre Dame",33,35,47,49,46,45,56,1.18653950066759,1.14681484850234,0.970816200504233,1.06720658334743,1.03889560187606,1.08505899247406,0.844436593938967,2,3,4,5,7,8,10,1,1,1,2,3,4,4,1,1,2,2,3,3,5,0,1,1,1,1,1,1,4,5,5,7,11,13,13
"James Madison",34,60,58,54,58,82,77,1.18472393307638,0.732066470163036,0.795575780496201,0.901788781581068,0.891782106011214,0.477615466201216,0.561732395686813,2,4,5,7,8,10,12,1,1,2,3,3,3,4,1,3,3,4,4,6,6,0,0,0,0,1,1,2,3,3,4,7,7,8,12
"Creighton",35,41,46,42,44,41,44,1.1593280569868,1.01236443114363,1.0208254997738,1.16752268338904,1.09402393199193,1.19198602110003,1.18379242272554,2,4,5,7,8,9,10,2,2,2,3,3,4,4,0,1,1,1,2,2,2,0,1,2,3,3,3,4,12,16,17,24,25,28,29
"Denver",36,26,31,38,33,25,33,1.14665251206349,1.37433595277304,1.34283342952951,1.19825358037167,1.38987916527499,1.6163111090651,1.50761386064527,2,4,6,8,9,11,13,2,3,4,4,5,7,7,0,0,1,2,2,2,2,0,1,1,2,2,2,4,5,8,11,12,13,15,17
"Penn St.",37,28,36,32,31,39,37,1.14509366791185,1.34610155162387,1.2475532891617,1.3308002408351,1.44379266304559,1.25295873207979,1.34399692292615,2,4,5,7,8,10,11,0,2,2,3,4,4,5,1,1,2,2,2,3,3,1,1,1,2,2,3,3,1,7,8,12,13,15,19
"Maryland",38,40,35,33,32,24,29,1.12928089933759,1.08075222933587,1.26717889786992,1.32901145195166,1.40371957702526,1.61874386032781,1.53449366646681,2,4,5,7,8,10,11,1,2,3,4,5,7,7,0,1,1,1,1,1,1,1,1,1,2,2,2,3,3,9,11,16,17,21,22
"High Point",39,61,57,60,57,59,60,1.11591199516791,0.721676588617282,0.831663948187712,0.801062088910512,0.8943122819072,0.822015694194565,0.795119795470951,2,4,5,6,7,10,11,1,1,2,2,3,4,4,0,2,2,2,2,3,3,1,1,1,2,2,3,4,2,4,6,7,11,16,16
"Akron",40,29,41,41,45,35,34,1.1011900871234,1.34212644303189,1.12322279957713,1.18106695718215,1.07146310128377,1.39239100752794,1.49884803635966,2,4,6,7,8,10,12,2,4,4,4,4,6,7,0,0,1,1,2,2,2,0,0,1,2,2,2,3,8,15,18,21,21,26,35
"Loyola Chicago",41,42,37,48,39,44,50,1.07408361342838,0.990305353143987,1.2017139187012,1.06909945581593,1.22537424983339,1.09355358026001,1.02881983172837,2,4,6,7,8,9,11,2,2,4,4,5,5,5,0,0,0,1,1,2,2,0,2,2,2,2,2,4,5,5,10,11,15,16,18
"Oral Roberts",42,46,44,44,52,48,43,1.03134345530273,0.879792427259728,1.03397130117039,1.14607338112578,0.953957424717848,1.0469898836787,1.20221524893587,2,4,6,7,8,10,11,0,1,3,4,4,5,6,1,2,2,2,3,3,3,1,1,1,1,1,2,2,1,2,8,10,10,15,18
"Charlotte",43,36,26,24,22,27,32,1.02443429888396,1.14457322208281,1.44738081449619,1.52656769828077,1.60032265349321,1.60032265349321,1.52386067394092,2,3,5,6,8,8,10,2,3,5,6,7,7,7,0,0,0,0,1,1,1,0,0,0,0,0,0,2,7,12,22,25,31,31,34
"Virginia Tech",44,65,77,76,88,90,94,0.983157747532877,0.684782955276319,0.518491138229529,0.535302427623886,0.279857754300047,0.305962124339241,0.174059963632877,2,4,5,7,9,11,12,0,0,0,1,1,2,2,2,3,4,5,7,8,9,0,1,1,1,1,1,1,0,2,4,8,9,11,11
"Bowling Green",45,56,62,56,49,56,55,0.929044844980417,0.791017555142791,0.721657649985838,0.865420820206853,0.979524622708086,0.877085003894032,0.87820580216355,2,4,5,6,8,9,10,0,0,0,1,2,2,2,1,2,2,2,3,4,4,1,2,3,3,3,3,4,0,0,1,4,10,10,11
"Coastal Carolina",46,49,61,62,70,65,58,0.926797359747646,0.85236833413994,0.738162665676611,0.779299009351004,0.681126936188075,0.758110981181268,0.809940529826964,2,4,5,6,8,9,10,2,2,2,2,3,3,3,0,1,2,2,3,3,3,0,1,1,2,2,3,4,8,10,11,11,15,15,17
"St. Francis Brooklyn",47,66,68,64,55,51,51,0.912461958467131,0.680081618646947,0.614020022430688,0.758506287480536,0.908290990890088,1.0199268579656,0.992058074762693,2,4,6,7,8,9,10,1,1,2,3,4,5,5,1,2,3,3,3,3,3,0,1,1,1,1,1,2,3,6,8,11,17,18,19
"American",48,62,65,94,91,85,79,0.864221049949626,0.707664177865147,0.657883793059202,0.15316705741017,0.239101248751691,0.406845853133477,0.536934820950223,2,4,5,7,8,10,12,1,2,2,2,3,4,5,0,1,1,3,3,3,3,1,1,2,2,2,3,4,1,4,5,5,7,9,14
"Santa Clara",49,69,59,57,60,61,63,0.861899464962781,0.55959794905487,0.775749056977512,0.849157555854286,0.824765218514375,0.800997279653227,0.778749416997649,2,3,5,6,7,8,9,0,0,2,3,3,3,3,1,2,2,2,2,2,2,1,1,1,1,2,3,4,0,0,3,6,6,6,8
"Rhode Island",50,53,49,43,48,50,46,0.85852532982754,0.814042763526472,0.917499347496849,1.15513494602004,1.02385394783379,1.02385394783379,1.16465818553333,2,4,5,8,9,9,11,1,1,2,4,4,4,5,0,0,0,0,1,1,1,1,3,3,4,4,4,5,3,6,9,17,17,17,22
"SMU",51,39,30,37,37,34,27,0.83518390363322,1.08744058872189,1.37879805176723,1.21063067207222,1.32120747148902,1.40262575251597,1.57105476004698,2,4,6,7,8,9,11,1,3,4,4,5,6,8,1,1,1,2,2,2,2,0,0,1,1,1,1,1,5,14,17,17,23,27,30
"Loyola Maryland",52,48,53,74,73,75,81,0.808485761968659,0.863316871073453,0.854873227116627,0.556399080156927,0.657992889789636,0.599094329106045,0.515016857373162,2,3,5,7,8,10,12,1,2,2,2,3,3,4,1,1,1,3,3,3,4,0,0,2,2,2,4,4,3,4,5,6,7,9,12
"Massachusetts",53,43,29,36,42,42,49,0.779010913114853,0.971318458320276,1.38188223983339,1.21063646590235,1.16952341480975,1.16142052582467,1.05277130830949,2,3,6,8,9,10,13,1,2,5,5,5,5,6,0,0,0,0,0,0,1,1,1,1,3,4,5,6,5,8,17,20,20,22,26
"Louisville",54,51,60,59,51,46,39,0.768550538652708,0.83062158688543,0.744222191368944,0.818141392036804,0.975786024837568,1.06606267168376,1.3292267865649,2,4,5,7,9,10,12,2,3,3,4,5,6,8,0,1,2,2,2,2,2,0,0,0,1,2,2,2,6,10,11,13,16,17,21
"Seton Hall",55,54,51,55,56,52,48,0.757401417114486,0.811975145617627,0.900723411250909,0.890666089235268,0.900304709739432,0.995684866571404,1.05360113538309,2,4,6,7,8,9,11,1,2,3,3,3,4,5,0,1,1,1,1,1,1,1,1,2,3,4,4,5,4,6,8,10,12,14,15
"Saint Mary's (CA)",56,70,56,52,66,71,84,0.733309192440901,0.541614088697602,0.83610959750753,0.920269502447469,0.753487983796561,0.655785864739803,0.460059447512033,2,4,6,7,9,10,12,1,2,4,5,5,5,5,1,2,2,2,3,4,5,0,0,0,0,1,1,2,4,8,15,16,17,18,20
"California Baptist",57,50,69,77,76,74,83,0.717855223507078,0.848739733803156,0.605344735247666,0.49647185736118,0.599710854420245,0.599710854420245,0.49378864292754,2,4,6,7,8,8,10,1,3,3,3,4,4,4,1,1,2,3,3,3,4,0,0,1,1,1,1,2,3,8,8,9,11,11,12
"Navy",58,68,67,67,72,63,69,0.713782017158836,0.568366235993934,0.624838600251053,0.707269971454137,0.660757226772297,0.782565954999543,0.663657117633662,2,4,6,7,8,10,11,1,1,2,3,3,4,4,1,2,2,2,2,2,3,0,1,2,2,3,4,4,1,3,7,9,10,12,12
"St. John's (NY)",59,59,70,61,65,67,66,0.706100646581101,0.748550167429517,0.603799499025685,0.795856100344476,0.766961135500632,0.678122181530755,0.680506280524125,2,4,6,7,9,10,12,0,1,1,2,3,3,3,2,3,4,4,5,6,6,0,0,1,1,1,1,3,0,5,6,9,11,12,13
"Marist",60,57,50,53,61,64,80,0.68357838016798,0.763004319638503,0.900731271327728,0.90308135647831,0.812354306971624,0.767469262648197,0.516319459008477,2,3,4,6,7,9,11,1,2,3,4,4,5,5,0,0,0,1,2,3,5,1,1,1,1,1,1,1,3,5,7,9,9,13,16
"UCF",61,52,48,47,50,57,54,0.674188719008716,0.818590153822434,0.951611492721506,1.08103181823352,0.978631091449387,0.860786288916095,0.928739419974958,2,3,4,5,6,7,9,1,2,3,4,4,4,5,1,1,1,1,2,3,4,0,0,0,0,0,0,0,2,5,8,12,14,15,19
"UCLA",62,63,71,66,64,73,64,0.655300384687423,0.697247915920164,0.568008192539898,0.712958321304425,0.786241956508752,0.633199883844798,0.737066919140045,2,4,5,7,8,10,11,2,3,3,4,5,5,6,0,1,2,2,2,4,4,0,0,0,1,1,1,1,2,9,9,11,12,12,14
"Syracuse",63,47,40,27,36,36,24,0.653764131529983,0.870132116536223,1.15676031589316,1.45278831755666,1.32245578929798,1.34006381444895,1.71578543733977,2,4,6,8,9,11,13,2,3,5,7,7,8,10,0,0,0,0,1,2,2,0,1,1,1,1,1,1,3,9,11,15,15,19,27
"UNCW",64,58,54,50,53,47,70,0.646437596208512,0.75352329283461,0.848067016408737,1.04541839611729,0.95118171453391,1.06424765624692,0.652862053997457,2,3,5,7,8,9,11,0,1,2,3,3,4,4,1,1,1,1,1,1,3,1,1,2,3,4,4,4,0,2,5,7,9,10,11
"Michigan",65,78,84,84,90,91,99,0.568089042787327,0.44332375579148,0.403027883276551,0.330902341158102,0.246482412323335,0.262154573011759,0.0567426575403012,2,4,6,8,10,11,13,1,1,2,2,3,3,3,1,2,3,4,5,5,7,0,1,1,2,2,3,3,1,1,3,4,7,9,11
"San Jose St.",66,85,91,87,85,77,72,0.545548262877503,0.30346310857475,0.162174470395156,0.253753865236121,0.387191864388989,0.543232562432223,0.617677093502674,2,4,5,6,7,9,10,1,1,1,2,3,4,5,1,2,3,3,3,3,3,0,1,1,1,1,2,2,3,4,4,7,9,13,15
"Drexel",67,74,80,78,74,83,76,0.538175137143331,0.510998619551648,0.461463925180872,0.452129102523831,0.641605646019912,0.474650991801827,0.58013615711734,2,4,6,8,9,10,11,1,2,2,3,4,4,5,0,1,1,2,2,3,3,1,1,3,3,3,3,3,4,8,9,12,17,17,20
"Utah Valley",68,77,82,83,86,88,96,0.537821509128705,0.446776215739369,0.430080794781518,0.353690048711673,0.353690048711673,0.353690048711673,0.131371231411735,2,3,5,6,6,6,8,1,1,2,2,2,2,2,0,1,2,3,3,3,5,1,1,1,1,1,1,1,2,3,6,8,8,8,10
"Oakland",69,93,95,98,112,94,104,0.515812930363683,0.21290854266903,0.10311877466854,0.119394747696569,-0.131460653801158,0.11725448875396,-0.0245868143672086,2,4,6,7,8,10,11,0,0,0,0,0,2,2,2,4,5,5,6,6,7,0,0,1,2,2,2,2,1,2,4,4,4,7,7
"Portland",70,44,43,40,34,31,30,0.491898524546936,0.938326138833035,1.07486544226994,1.18222110421881,1.36792909247423,1.46463212577186,1.53282265826969,2,4,5,7,9,10,11,0,2,3,4,6,7,8,0,0,0,0,0,0,0,2,2,2,3,3,3,3,5,13,15,17,25,27,28
