"team_market.x","rank_Poll_1","rank_Poll_2","rank_Poll_3","rank_Poll_4","rank_Poll_5","rank_Poll_6","rank_Poll_7","rating_Poll_1","rating_Poll_2","rating_Poll_3","rating_Poll_4","rating_Poll_5","rating_Poll_6","rating_Poll_7","n_Poll_1","n_Poll_2","n_Poll_3","n_Poll_4","n_Poll_5","n_Poll_6","n_Poll_7","wins_Poll_1","wins_Poll_2","wins_Poll_3","wins_Poll_4","wins_Poll_5","wins_Poll_6","wins_Poll_7","losses_Poll_1","losses_Poll_2","losses_Poll_3","losses_Poll_4","losses_Poll_5","losses_Poll_6","losses_Poll_7","draws_Poll_1","draws_Poll_2","draws_Poll_3","draws_Poll_4","draws_Poll_5","draws_Poll_6","draws_Poll_7","total_goals_Poll_1","total_goals_Poll_2","total_goals_Poll_3","total_goals_Poll_4","total_goals_Poll_5","total_goals_Poll_6","total_goals_Poll_7"
"Queens (NC)",141,163,158,165,174,173,166,-0.600802692273898,-0.78317783839747,-0.810583929481686,-0.924692129190035,-1.10234219722515,-1.2444648849728,-1.05944463215141,2,3,5,6,8,9,11,0,0,1,1,1,1,2,2,3,4,5,7,8,9,0,0,0,0,0,0,0,0,0,4,5,9,9,14
"Sacramento St.",142,125,114,107,114,111,130,-0.62847732791706,-0.348344102886371,-0.11379829326942,-0.0244471532862546,-0.14292921299245,-0.106148221825763,-0.424597932217431,2,4,6,8,9,11,13,1,2,4,5,5,6,6,1,1,1,1,2,3,5,0,1,1,2,2,2,2,2,7,12,15,16,19,20
"Detroit Mercy",143,150,170,168,167,169,171,-0.634003128584934,-0.679920441685074,-1.00406421257343,-0.95451673756563,-0.972809370628434,-1.11509955641746,-1.2023980518302,1,3,5,6,7,9,11,0,1,1,1,1,1,2,0,1,3,3,3,4,5,1,1,1,2,3,4,4,2,6,7,8,8,9,12
"UNLV",144,148,173,162,164,164,170,-0.651328408317168,-0.673435758782625,-1.02545008137457,-0.902089369600505,-0.92801641822941,-0.982046211736422,-1.13243538037201,1,3,5,7,8,10,12,0,0,0,1,1,1,1,0,1,3,3,3,4,5,1,2,2,3,4,5,6,0,1,1,6,8,11,13
"Niagara",145,156,160,161,166,153,153,-0.658238112251356,-0.720101618288374,-0.818047887000356,-0.890377166485107,-0.972363096902457,-0.735243966143798,-0.748377242025839,2,4,6,7,8,10,11,0,1,1,1,1,3,3,2,3,4,5,6,6,6,0,0,1,1,1,1,2,2,5,7,8,9,13,15
"Saint Peter's",146,164,161,174,172,180,182,-0.661732998541901,-0.837034594979426,-0.843011300709706,-1.0662394419523,-1.0662394419523,-1.32461520579137,-1.42826026913741,2,3,5,7,7,9,11,0,0,1,1,1,1,1,1,2,3,5,5,7,8,1,1,1,1,1,1,2,3,4,6,7,7,7,10
"SIUE",147,124,123,136,140,146,136,-0.682254401001921,-0.341800486399256,-0.317722557522876,-0.481278705661707,-0.549866262601608,-0.667871384943576,-0.524338195442584,2,4,6,7,9,10,11,0,2,3,3,3,3,4,1,1,2,3,4,5,5,1,1,1,1,2,2,2,2,9,11,11,12,12,14
"North Florida",148,162,174,175,171,163,158,-0.689268767513291,-0.765531646325059,-1.0402094373788,-1.0708569783933,-1.04620293587538,-0.907610619292053,-0.865598940103245,2,3,5,7,8,9,10,0,0,0,1,1,2,2,2,3,5,6,6,6,6,0,0,0,0,1,1,2,1,1,1,2,4,5,5
"Holy Cross",149,166,153,153,151,162,163,-0.697259633922981,-0.862603825352752,-0.749470238062786,-0.713316809667205,-0.677684242499842,-0.891189015294226,-0.969213937681987,2,4,5,7,9,12,13,0,1,2,3,4,4,4,2,3,3,4,5,6,7,0,0,0,0,0,2,2,0,5,7,11,14,16,17
"San Diego St.",150,159,126,127,121,106,114,-0.719632442631578,-0.759427172757211,-0.35786725403902,-0.382461472828483,-0.261867400780088,-0.0682136778388471,-0.1631658866326,2,4,6,8,9,11,12,0,0,2,2,3,4,4,2,3,3,4,4,5,6,0,1,1,2,2,2,2,2,4,11,11,12,15,15
"Saint Francis (PA)",151,149,164,150,159,165,159,-0.743170107363113,-0.677615976920157,-0.867760413657432,-0.6361514249475,-0.865909877518043,-1.00413623724163,-0.869110366937701,1,2,3,5,7,8,10,1,1,1,3,3,3,4,0,0,1,1,3,4,4,0,1,1,1,1,1,2,1,2,3,9,9,9,10
"UMass Lowell",152,160,166,167,165,167,174,-0.756931802702944,-0.762722689352601,-0.916168145834049,-0.953688799857391,-0.940053228652922,-1.06062952579199,-1.25784484858989,2,4,5,7,8,9,12,1,1,1,1,1,1,2,1,2,3,4,4,5,7,0,1,1,2,3,3,3,3,9,9,14,14,14,18
"Manhattan",153,165,165,166,153,132,131,-0.759121516172564,-0.842356226171768,-0.867828028643031,-0.939656016959965,-0.720444098970477,-0.448045069032055,-0.434154681805594,2,4,5,6,7,9,11,1,1,1,1,2,3,4,1,2,2,3,3,3,4,0,1,2,2,2,3,3,4,6,7,8,10,13,15
"Wright St.",154,176,175,163,157,141,133,-0.788270522636657,-1.05665328166938,-1.05922066594207,-0.910399105662573,-0.821946409061371,-0.606611036355725,-0.513485752118182,2,4,6,7,8,10,11,0,0,0,1,2,3,4,1,3,3,3,3,3,3,1,1,3,3,3,4,4,0,1,4,7,8,13,15
"South Carolina",155,154,150,126,120,119,120,-0.80829110815036,-0.70249900663707,-0.672643427243987,-0.33839318748714,-0.261768987468946,-0.211010863992981,-0.276843618717809,2,4,6,8,9,10,11,0,1,2,4,5,5,5,1,2,3,3,3,3,4,1,1,1,1,1,2,2,3,5,9,13,14,14,15
"Purdue Fort Wayne",156,173,172,185,185,186,187,-0.8466982172337,-1.0399759595282,-1.01785461123598,-1.45474215091921,-1.45214713925059,-1.48842400675471,-1.57346662432942,2,4,5,8,9,10,11,0,1,1,1,1,1,1,1,2,2,5,5,6,7,1,1,2,2,3,3,3,3,5,6,6,6,8,9
"Iona",157,158,162,160,163,151,141,-0.856631799438103,-0.751409680609563,-0.85586889027753,-0.85586889027753,-0.888574950434491,-0.718280485820773,-0.584729557049374,2,3,4,4,5,6,8,0,1,1,1,1,2,3,2,2,3,3,3,3,3,0,0,0,0,1,1,2,1,4,5,5,5,6,8
"Temple",158,170,167,173,175,175,180,-0.923883595804954,-0.967318903101414,-0.916888821608312,-1.03183544731602,-1.17124293203303,-1.254102747325,-1.4157966531007,2,4,6,7,8,9,11,1,1,2,2,2,2,2,0,1,2,3,4,5,7,1,2,2,2,2,2,2,2,5,9,9,10,11,11
"Northwestern",159,175,176,178,182,182,175,-0.955921372788243,-1.05257055203594,-1.11982872785526,-1.23712336887719,-1.42557135187151,-1.36818444490387,-1.2742529249803,2,4,6,7,9,10,11,0,0,1,1,1,1,1,1,2,3,4,6,6,6,1,2,2,2,2,3,4,3,3,5,7,9,11,12
"CSUN",160,153,159,164,160,156,157,-0.961228469860534,-0.701396961390535,-0.81293803360082,-0.918299194222176,-0.868380936655597,-0.801622024932122,-0.819653596266187,2,4,5,6,8,10,12,1,3,3,3,3,4,5,0,0,1,2,2,3,4,1,1,1,1,3,3,3,3,6,6,6,7,8,10
"California",161,167,151,148,136,143,139,-0.973840156618349,-0.901088679753999,-0.690512368404789,-0.606564309900314,-0.477453145673488,-0.616104272086621,-0.556373839064002,2,4,5,7,8,9,11,0,0,1,2,3,3,3,1,1,1,2,2,3,4,1,3,3,3,3,3,4,2,4,5,8,9,10,11
"CSU Bakersfield",162,151,157,170,173,179,178,-0.98234650701036,-0.685388496992112,-0.809977411684033,-0.995709440093825,-1.07122842809241,-1.31358028436918,-1.38783417587933,2,4,6,7,8,10,12,0,2,2,2,2,2,2,2,2,3,4,5,7,8,0,0,1,1,1,1,2,2,5,5,5,6,6,7
"Lehigh",163,178,177,151,155,166,165,-0.998656768585602,-1.12783823272881,-1.12783823272881,-0.689753007544797,-0.793119289220922,-1.01144807539745,-0.983917414897708,2,4,4,6,7,9,11,0,0,0,2,2,2,3,2,3,3,3,4,5,6,0,1,1,1,1,2,2,0,2,2,7,7,10,11
"Binghamton",164,183,184,182,179,170,169,-1.00122068592899,-1.3107938714627,-1.3086103283006,-1.4067875824332,-1.28556788484765,-1.14296607672834,-1.12505613768649,2,4,5,7,9,11,12,0,0,0,0,1,2,2,2,4,4,5,6,6,6,0,0,1,2,2,3,4,1,1,3,3,11,13,13
"Cal St. Fullerton",165,168,152,159,154,159,146,-1.05710391068811,-0.905126179361146,-0.706431654354718,-0.815963770808103,-0.792315335722541,-0.813764555907251,-0.619733709960897,1,3,5,7,9,11,13,1,2,3,3,4,5,6,0,1,1,2,3,4,4,0,0,1,2,2,2,3,3,4,10,13,15,18,21
"Central Conn. St.",166,181,187,189,193,198,199,-1.10803680624709,-1.26458336234058,-1.47444875872834,-1.61447549283516,-1.78043962859091,-1.95855617586894,-2.08402972016269,2,3,5,6,8,9,10,2,2,2,2,2,2,2,0,1,3,4,6,7,8,0,0,0,0,0,0,0,5,5,8,8,8,9,9
"Gardner-Webb",167,180,168,157,156,150,156,-1.13435235113599,-1.22297297610845,-0.973925005221166,-0.766541162019288,-0.796771857726895,-0.715797164426856,-0.793851552424308,2,3,5,7,8,9,10,1,1,3,4,4,5,5,1,2,2,2,2,2,3,0,0,0,1,2,2,2,1,2,9,11,13,15,16
"San Francisco",168,169,148,132,129,138,142,-1.15374689208226,-0.938582445360346,-0.662324791750296,-0.463858965624842,-0.421498471457414,-0.517536998473402,-0.585694305657147,2,4,6,7,9,10,11,2,3,4,5,6,6,6,0,0,0,0,1,2,3,0,1,2,2,2,2,2,5,7,14,17,19,19,19
"Green Bay",169,161,163,172,170,155,155,-1.16453162825783,-0.763562616959216,-0.862929215185205,-1.0147348540656,-1.03376407957933,-0.786101823127909,-0.778857252796206,2,4,5,6,7,10,11,1,3,3,3,3,5,5,0,0,1,2,2,2,2,1,1,1,1,2,3,4,2,6,6,7,8,13,14
"Delaware",170,186,181,186,181,184,191,-1.19174261113961,-1.38416083383458,-1.27678847753111,-1.481160934991,-1.39073143772486,-1.45043107828558,-1.67741359004055,2,4,6,8,9,10,12,1,1,2,2,2,2,2,1,2,3,5,5,6,8,0,1,1,1,2,2,2,2,3,6,6,8,9,12
"Col. of Charleston",171,174,171,171,169,161,162,-1.24711490831219,-1.04395992887842,-1.00778116362558,-1.00451887133879,-1.01851748437583,-0.839481076610995,-0.945480856255735,2,3,4,6,8,10,12,0,1,1,2,3,4,4,1,1,1,2,3,3,4,1,1,2,2,2,3,4,1,3,4,8,11,15,15
"Winthrop",172,188,194,196,197,201,200,-1.26097696656223,-1.46292429785544,-1.7060530776915,-1.85692604903902,-1.95614779685742,-2.13212126347383,-2.12034816046668,1,3,5,7,8,10,12,0,0,0,0,0,0,1,1,3,5,7,8,10,11,0,0,0,0,0,0,0,2,4,6,6,7,8,9
"Old Dominion",173,184,156,133,131,135,148,-1.27138441289368,-1.32402555949711,-0.79097549323508,-0.465671860609331,-0.432166749230404,-0.505540756426609,-0.63597042926994,2,3,5,7,8,9,10,1,1,2,4,4,4,4,1,2,2,2,2,3,4,0,0,1,1,2,2,2,1,1,3,11,11,11,11
"Longwood",174,179,178,184,183,183,195,-1.31815040403607,-1.15427789896872,-1.19809485661917,-1.45405216681837,-1.42863818343827,-1.42863818343827,-1.8127073872045,1,3,5,7,8,8,10,0,1,1,1,1,1,1,1,1,2,4,4,4,6,0,1,2,2,3,3,3,0,4,5,6,7,7,8
"St. Thomas (MN)",175,185,188,195,192,193,188,-1.31968151247374,-1.3748429758601,-1.48082027918116,-1.82027807247501,-1.74062360160134,-1.74062360160134,-1.60812763226528,2,4,5,7,10,10,11,0,1,1,1,2,2,2,2,3,4,6,7,7,7,0,0,0,0,1,1,2,2,5,5,7,12,12,12
"Bradley",176,187,186,181,187,189,179,-1.35676823428356,-1.40077558260737,-1.35193268430701,-1.40456508689338,-1.55131528443116,-1.63002563014352,-1.40856910175473,2,4,6,7,8,9,12,1,1,2,2,2,2,3,1,2,3,4,5,6,6,0,1,1,1,1,1,3,4,6,8,9,9,9,11
"Wofford",177,171,179,183,180,178,185,-1.37424358974191,-1.03670583203119,-1.23372429478337,-1.43278889310644,-1.34397696255766,-1.30703739176596,-1.54558118538853,2,4,6,8,9,10,11,0,2,2,2,3,3,3,2,2,4,5,5,5,6,0,0,0,1,1,2,2,0,5,7,11,15,15,15
"St. Bonaventure",178,177,183,187,188,191,193,-1.38622809707559,-1.12543842420984,-1.2912910498403,-1.50288429091733,-1.55509120304686,-1.66779280523007,-1.73472099685158,2,4,6,7,9,10,12,0,2,2,2,3,3,3,2,2,3,4,5,6,7,0,0,1,1,1,1,2,0,4,5,6,8,9,10
"Gonzaga",179,190,189,176,176,181,177,-1.40490690846915,-1.55954564681983,-1.50094689865597,-1.17703072288913,-1.21939959056264,-1.36157932035822,-1.34762884113548,2,4,6,8,10,11,12,0,0,1,3,4,4,4,2,4,5,5,6,7,7,0,0,0,0,0,0,1,1,2,6,10,13,13,15
"Evansville",180,182,180,177,177,168,168,-1.45615548934566,-1.27318564895035,-1.23789219094954,-1.2024312783164,-1.24891719038348,-1.0758050753869,-1.1136174814166,2,3,4,6,7,8,11,1,2,2,3,3,4,4,0,0,0,1,2,2,3,1,1,2,2,2,2,4,5,8,8,11,14,16,16
"Bucknell",181,191,195,199,200,199,201,-1.5684414234413,-1.56686832484044,-1.77568533763819,-1.99249544855828,-2.09202938891879,-2.07840982186896,-2.20020920579392,2,4,5,7,8,11,12,0,1,1,1,1,2,2,2,3,4,6,7,9,10,0,0,0,0,0,0,0,1,3,4,5,6,9,9
"UIW",182,198,202,203,205,206,207,-1.56948031199426,-1.90641150199085,-2.14375373018723,-2.14375373018723,-2.40478346917908,-2.53928338421693,-2.664207817645,2,4,6,6,8,9,11,0,0,0,0,0,0,0,2,4,6,6,8,9,11,0,0,0,0,0,0,0,0,2,2,2,3,3,5
"Robert Morris",183,195,191,180,178,190,189,-1.58040011974707,-1.76204368703787,-1.64411829114682,-1.38506172612491,-1.26346028158722,-1.63034259087208,-1.63034259087208,1,3,4,5,7,10,10,0,0,1,2,3,3,3,1,3,3,3,3,6,6,0,0,0,0,1,1,1,0,1,3,8,9,11,11
"Howard",184,193,197,191,199,197,192,-1.60404185528651,-1.67980561329531,-1.80847314096599,-1.73929935397414,-2.0715293174831,-1.94822474620748,-1.70893301338438,2,3,4,5,7,9,10,0,0,0,1,1,2,2,2,3,4,4,6,7,7,0,0,0,0,0,0,1,0,0,0,4,4,6,8
"UAB",185,194,198,201,201,196,197,-1.68266658310359,-1.7323358945758,-1.92086919580838,-2.07841379996591,-2.14308883288823,-1.92946015609263,-1.91081071198388,2,3,5,7,8,9,11,2,2,2,2,2,2,2,0,1,3,5,6,6,7,0,0,0,0,0,1,2,5,5,5,7,7,7,9
"Utah Tech",186,196,192,192,191,192,190,-1.7157117142201,-1.76735313665169,-1.67513600870053,-1.7723993617059,-1.73857396134219,-1.71034785152566,-1.64453036276687,2,3,5,6,8,10,12,0,0,1,1,2,3,3,2,3,4,5,6,7,7,0,0,0,0,0,0,2,1,1,2,2,3,5,7
"Hartford",187,199,209,211,211,211,211,-1.78020014104425,-1.91615039746365,-2.34391659994621,-2.70220697974881,-2.91119067812139,-2.91119067812139,-3.23175126151805,2,3,5,8,9,9,11,0,0,0,0,0,0,0,2,3,5,8,9,9,11,0,0,0,0,0,0,0,0,0,0,4,5,5,6
"Sacred Heart",188,192,190,194,196,195,196,-1.84018378464007,-1.62226312760427,-1.53804496766318,-1.80488894596816,-1.94806233303564,-1.86888412791405,-1.86888412791405,2,3,5,7,8,10,10,0,1,2,2,2,3,3,2,2,3,5,6,7,7,0,0,0,0,0,0,0,0,2,4,4,4,5,5
"San Diego",189,204,196,190,184,177,172,-2.09102816618908,-2.18948979876562,-1.79663364503981,-1.71264007833504,-1.43615388796,-1.27696010270825,-1.20406592926902,2,4,6,8,10,11,12,0,0,1,1,2,3,3,2,3,3,3,3,3,3,0,1,2,4,5,5,6,0,1,4,6,12,13,14
"Radford",190,201,203,204,207,207,198,-2.09860048987544,-1.99377829812039,-2.20432132362302,-2.24048439925399,-2.50928640734219,-2.5818522767917,-2.06476052111449,2,3,4,6,8,9,11,0,0,0,1,1,1,3,2,2,3,4,6,7,7,0,1,1,1,1,1,1,1,1,2,4,4,5,9
"Houston Christian",191,197,201,193,189,174,173,-2.15394210749006,-1.89006992786072,-2.07518146146383,-1.78867445785259,-1.61205558836331,-1.24836352447072,-1.24582194217944,2,4,6,7,8,10,12,0,1,1,2,3,4,4,1,1,3,3,3,3,3,1,2,2,2,2,3,5,2,7,9,15,17,20,22
"IUPUI",192,200,199,200,198,200,202,-2.16640815860157,-1.96771561844953,-2.00283827964034,-2.05908575677294,-2.04112812381637,-2.11555538035551,-2.22125109626808,1,3,5,6,7,9,10,0,1,1,1,1,1,1,1,1,2,3,3,4,5,0,1,2,2,3,4,4,1,9,11,12,12,14,15
"Chicago St.",193,210,211,207,206,204,206,-2.19125974030385,-2.39581076462938,-2.62280475746015,-2.41677174842187,-2.41808458140234,-2.48728133222362,-2.6585767504654,2,4,6,7,9,10,12,0,0,0,1,1,1,1,0,2,4,4,5,6,8,2,2,2,2,3,3,3,3,5,6,10,11,12,13
"Eastern Ill.",194,203,205,209,210,210,210,-2.22795992778068,-2.16906775531451,-2.29351775470606,-2.59301340915053,-2.77233194756062,-2.90308729449154,-2.97461149317216,2,4,5,6,7,8,11,0,1,1,1,1,1,1,1,2,3,4,5,6,7,1,1,1,1,1,1,3,2,4,4,4,4,6,9
"Ga. Southern",195,209,208,208,208,208,209,-2.24332694567165,-2.36818707896296,-2.31698665974873,-2.51249517890905,-2.65007549173928,-2.69269359627769,-2.72237236593826,2,3,5,7,9,10,11,0,0,1,1,1,1,1,2,3,4,6,8,9,10,0,0,0,0,0,0,0,3,3,4,6,6,8,8
"UNC Asheville",196,208,210,210,209,209,208,-2.26448405232178,-2.36799772491727,-2.57014325584879,-2.62701134193629,-2.76923533738653,-2.76923533738653,-2.70840610442302,2,4,6,8,10,10,12,1,1,1,1,1,1,1,1,3,5,6,7,7,8,0,0,0,1,2,2,3,6,8,9,11,13,13,15
"Colgate",197,202,200,197,194,187,184,-2.34696630822816,-2.15944446108155,-2.03631621349693,-1.86716017889955,-1.81873800172743,-1.54802776033739,-1.46040005512471,2,3,5,7,8,10,12,1,2,3,4,4,5,6,0,0,1,2,2,2,3,1,1,1,1,2,3,3,4,5,8,11,12,15,16
"George Mason",198,211,206,202,203,203,205,-2.38626839254977,-2.50936936835961,-2.29718756917545,-2.13085908305772,-2.36573330030333,-2.46190873209878,-2.50012354522266,1,3,4,6,8,9,11,0,0,1,2,2,2,2,1,3,3,4,6,7,8,0,0,0,0,0,0,1,0,2,5,8,8,8,8
"Mount St. Mary's",199,206,193,198,195,194,194,-2.39752658826554,-2.25404405757116,-1.70037772024128,-1.88301390393991,-1.88301390393991,-1.86194507914514,-1.78065102025067,2,4,6,7,7,9,11,1,2,4,4,4,5,6,1,2,2,3,3,4,4,0,0,0,0,0,0,1,4,7,11,11,11,13,19
"Canisius",200,205,204,205,202,205,204,-2.58404619963946,-2.23941862995397,-2.21360349521217,-2.27340992838227,-2.27340992838227,-2.49541090601902,-2.42398245249693,2,4,5,7,7,9,11,0,1,1,1,1,1,1,2,2,2,3,3,5,5,0,1,2,3,3,3,5,0,1,2,2,2,3,3
"VMI",201,212,212,212,212,212,212,-3.81242550994308,-4.08805775326339,-4.20404744411062,-4.4347080515453,-4.4347080515453,-4.49300633016858,-4.56654613106701,1,4,5,7,7,8,10,0,0,0,0,0,0,0,0,3,4,6,6,7,9,1,1,1,1,1,1,1,2,3,3,6,6,6,6
"Cornell",NA,32,33,25,21,20,23,NA,1.27945173738255,1.31847463524522,1.497410203661,1.6008359479159,1.85502253563469,1.72136291711194,NA,2,4,6,7,9,11,NA,2,3,5,6,8,9,NA,0,1,1,1,1,2,NA,0,0,0,0,0,0,NA,3,6,16,17,22,24
"Princeton",NA,45,45,51,47,43,52,NA,0.928831681191168,1.02373211283586,0.995439629186169,1.03260843771318,1.14324218928348,0.957328963521926,NA,2,3,5,7,8,9,NA,0,1,2,3,4,4,NA,1,1,2,3,3,4,NA,1,1,1,1,1,1,NA,1,3,6,10,11,12
"Harvard",NA,55,76,70,68,66,74,NA,0.792510775234922,0.52767090097616,0.682052069825958,0.705634264334021,0.728503795150179,0.590862823696984,NA,2,4,6,8,10,11,NA,2,2,3,4,5,5,NA,0,2,2,3,4,4,NA,0,0,1,1,1,2,NA,4,7,11,18,21,22
"Yale",NA,76,52,46,43,54,40,NA,0.482371962608883,0.879245464642558,1.09979984368409,1.12870518190316,0.927924316108183,1.26642161054676,NA,2,4,6,7,8,10,NA,0,2,4,4,4,6,NA,0,0,0,0,1,1,NA,2,2,2,3,3,3,NA,3,6,12,13,14,20
"Fla. Atlantic",NA,87,105,109,105,96,103,NA,0.29093434708606,0.0245199305998863,-0.0923368345077046,-0.0367660757614943,0.0787372283699018,-0.0103508110860755,NA,2,4,6,7,8,10,NA,1,1,1,2,3,3,NA,1,3,4,4,4,5,NA,0,0,1,1,1,2,NA,2,2,3,4,6,8
"Penn",NA,104,111,82,71,55,42,NA,0.0329077346289049,-0.0686471707747085,0.405036682979571,0.671923843832263,0.887494334580826,1.21105240990417,NA,2,4,6,7,8,10,NA,1,2,4,5,6,8,NA,0,1,1,1,1,1,NA,1,1,1,1,1,1,NA,3,7,18,21,23,28
"Lindenwood",NA,140,144,131,161,172,167,NA,-0.493078817496366,-0.568465581318108,-0.427499360256686,-0.876546103937959,-1.1757654224013,-1.07219741029265,NA,2,4,5,7,9,10,NA,0,0,1,1,1,2,NA,2,3,3,5,7,7,NA,0,1,1,1,1,1,NA,0,2,4,5,7,9
"Brown",NA,144,124,123,108,100,97,NA,-0.554030003537016,-0.330777962700897,-0.293878160365595,-0.0773575021816605,0.015532264159551,0.111249142147237,NA,1,2,4,6,8,10,NA,0,1,2,4,5,6,NA,1,1,2,2,2,3,NA,0,0,0,0,1,1,NA,1,2,7,10,11,13
"Dartmouth",NA,152,169,169,148,154,154,NA,-0.696623776026795,-0.999007627307544,-0.98593168819642,-0.648433949041812,-0.751883761175614,-0.755626242483327,NA,2,4,5,6,8,10,NA,1,1,1,2,2,3,NA,0,2,2,2,3,4,NA,1,1,2,2,3,3,NA,1,2,3,9,9,12
"Columbia",NA,189,185,188,186,188,183,NA,-1.48071112978796,-1.32646090448288,-1.56491336933219,-1.54544182707768,-1.59167897822101,-1.45220422980171,NA,2,4,6,7,9,10,NA,0,1,1,1,1,1,NA,2,2,4,4,5,5,NA,0,1,1,2,3,4,NA,2,4,4,4,5,6
"Western Ill.",NA,207,207,206,204,202,203,NA,-2.30117123460626,-2.3045942194471,-2.30949743468968,-2.392105077699,-2.38529531595047,-2.41530785598263,NA,2,4,6,7,9,10,NA,0,0,0,0,0,0,NA,1,2,3,4,5,5,NA,1,2,3,3,4,5,NA,4,5,6,6,7,8
